date,performance,accessibility,best_practices,seo
2026-07-19,56.02,91.95,90.1,86.39
2026-07-20,53.14,93.71,90.57,86.71
2026-07-21,56.43,92.06,90.69,87.23
2026-07-22,49,95.33,82,89.67
2026-07-23,56.88,94,91.75,88.38
2026-07-24,41.4,95.4,86.8,88.8
2026-07-25,63.6,91.2,90.13,89.27
2026-07-26,56.67,90.42,88.67,90.25
2026-07-27,61.86,93.57,96.64,91.36
2026-07-28,54.88,94,91.75,88.38
2026-07-29,57.39,92.95,90.38,87.47
2026-07-30,55.13,94,91.75,88.38
2026-07-31,57.11,91.78,90.84,87.24
2026-08-01,55.64,90.11,88.39,88
2026-08-02,53,94,91.75,88.38
2026-08-03,49.67,95.33,82,89.67
2026-08-04,58.67,91.2,90.13,89.27
2026-08-05,59.73,91.2,90.13,89.27
2026-08-06,41,95.4,86.8,88.8
2026-08-07,50,95.33,82,89.67
2026-08-08,58.48,89.79,90.21,88.1
2026-08-09,41,95.33,82,89.67
2026-08-10,51.2,95.4,86.8,88.8
2026-08-11,46.83,94.17,89.33,89.25
2026-08-12,0,0,0,0
2026-08-13,40.2,95.4,86,88.8
2026-08-14,55.67,93.17,90.33,87.33
2026-08-15,52.66,92.44,92.03,85.87
2026-08-16,55.86,92.62,90.41,87.34
2026-08-17,53.71,93.71,90,86.71
2026-08-18,0,0,0,0
